QUERY,id
" we here report the case of a 59 years old woman presenting kidney failure, associated with chronicle urticaria and arthralgias. laboratory investigation showed haematuria, proteinuria, hypocomplementemia and anti-ssa antibody positivity",950
propofol post-conditioning after temporary clipping reverses oxidative stress in aneurysm surgery.,951
"004). in addition, c-myc positivity was more frequent in patients with 25-(oh)d deficiency (p = 0",952
"single-pass electrofishing was used to define the most efficient sampling distance to assess stream condition using the index of biotic integrity (ibi) methodology in headwater (<36 km(2) drainage area), warmwater streams in the eastern corn belt plain ecoregion. based on wetted widths (1-3",953
"4%, predominating in both groups. retardation of intrauterine growth, and in group two, congenital malformations and two deaths, fetal, prepartum",954
" atchx17, a member of the cpa2 family, was selected for expression studies, and phenotypic analysis of knockout mutants was performed. atchx17 expression was only detected in roots",955
" both rnf and fix are expressed during nitrogen fixation, but deleting either <i>rnf1</i> or <i>fix</i> genes has little effect on diazotrophic growth. however, deleting both <i>rnf1</i> and <i>fix</i> eliminates the ability to grow diazotrophically",956
biochemical basis for narcotic tolerance and physical dependence.,957
physical agents in the workplace.,958
"in the past few decades, approaches to surgical treatment of dystonia passed through paradigmatic shift. intradural upper cervical anterior rhizotomy was replaced by selective peripheral denervation with lesser spectrum of side-effects",959
"33%), which reveals a very high incidence and shows a higher frequency of the active forms of the disease. however, in contrast to other studies, we found a high incidence of hdv infection in chronic persistent hepatitis and hepatocellular carcinoma",960
" 33%). in weak contractors, udca decreased likelihood to remain colic-free (21% vs",961
cerebral hyperperfusion following carotid endarterectomy: diagnostic utility of intraoperative transcranial doppler ultrasonography compared with single-photon emission computed tomography study.,962
surgery of adrenocortical cancer.,963
 <i>talaromyces marneffei</i> is an opportunistic fungal infection seen in immunocompromised patients including those with hiv/aids. it is usually seen in patients who live in or are from tropical asia,964
"despite a history of purslane usage as a herbal treatment for dyslipidemia and hyperglycemia management, existing evidence from clinical trials is controversial. the aim for the current study was to evaluate the efficacy of purslane supplementation on lipid parameters and glycemic status in adult populations",965
music attenuated a decrease in parasympathetic nervous system activity after exercise.,966
" we report herein the case of a 23-month-old boy who presented with stridor and a history of recurrent respiratory tract infections. soon after his admission he suddenly developed respiratory failure and was found to have a multiloculated, cystic mediastinal mass which was initially thought to be a lymphangioma",967
long-term survival outcomes of brentuximab vedotin in patients with relapsed or refractory hodgkin lymphoma: a systematic review and meta-analysis.,968
" prenatal psychological distress is more common in multiparous women than in primiparous women. in addition, compared with that in the second and third trimesters, psychological distress in the first trimester is relatively high",969
 3. serum interleukin-6 rose within 2-4 h of incision in all patients and the magnitude of the response differed among the various surgical groups,970
"[<sup>18</sup>f]fdg-pet is a widely used technique for specific evaluation of disease and treatment response in oncology. however, the principles behind [<sup>18</sup>f]fdg-pet imaging allow a wide-ranging array of benign and malignant pathologies to be identified on both initial and routine surveillance imaging",971
" p., electrophoresis 2012, 33, 168–179], mainly covering the years 2012–2013",972
